"SUBSTANCE";"CODE_NACE_REV2_ET_MENAGES";"MASSE";"ANNEE";"LIBELLE_NACE_ET_MENAGES";"LIBELLE_SUBSTANCE"
"ACG";"C23";48167.31;2013;"Fabrication d'autres produits minéraux non métalliques";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"C24";40441.83;2013;"Métallurgie";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"C25";1717.87;2013;"Fabrication de produits métalliques, à l'exception des machines et des équipements";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"C26";643.22;2013;"Fabrication de produits informatiques, électroniques et optiques";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"C27";1134.22;2013;"Fabrication d'équipements électriques";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"C28";1316.43;2013;"Fabrication de machines et équipements n.c.a.";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"C29";1275.8;2013;"Industrie automobile";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"C30";535.1;2013;"Fabrication d'autres matériels de transport";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"C31_C32";653.55;2013;"Fabrication de meubles; autres industries manufacturières";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"C33";1094.3;2013;"Réparation et installation de machines et d'équipements";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"D";134363.43;2013;"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"E36";244.36;2013;"Captage, traitement et distribution d'eau";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"E37-E39";23066.47;2013;"Collecte et traitement des eaux usées, gestion des déchets, dépollution";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"F";28496.38;2013;"Construction";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"G45";6646.28;2013;"Commerce et réparation d'automobiles et de motocycles";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"G46";6749.65;2013;"Commerce de gros, à l'exception des automobiles et des motocycles";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"G47";5586.98;2013;"Commerce de détail, à l'exception des automobiles et des motocycles";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"H49";110516.4;2013;"Transports terrestres et transport par conduites";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"H50";101702.64;2013;"Transports par eau";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"H51";74625.13;2013;"Transports aériens";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"H52";1082.54;2013;"Entreposage et services auxiliaires des transports";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"H53";1587.56;2013;"Activités de poste et de courrier";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"HH_HEAT";98493.07;2013;"Chauffage/refroidissement par les ménages";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"HH_OTH";3226.46;2013;"Autres activités par les ménages";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"HH_TRA";169961.5;2013;"Activités de transport des ménages";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"I";3860.33;2013;"Hébergement et restauration";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"J58";268.82;2013;"Édition";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"J59_J60";322.09;2013;"Activités cinématographique, vidéo, production de programmes de télévision, activités de programmation et de diffusion";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"J61";637.13;2013;"Télécommunications";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"J62_J63";633.92;2013;"Programmation, conseil en informatique et autres services d'information";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"K64";1337.29;2013;"Activités des services financiers, hors assurance et caisses de retraite";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"K65";215.03;2013;"Assurance";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"K66";251.07;2013;"Activités auxiliaires de services financiers et d'assurance";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"L";975.2;2013;"Activités immobilières";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"M69_M70";1352.97;2013;"Activités juridiques et comptables; activités des sièges sociaux; conseil de gestion";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"M71";1508.96;2013;"Activités d'architecture et d'ingénierie; activités de contrôle et analyses techniques";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"M72";466.09;2013;"Recherche-développement scientifique";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"M73";435.46;2013;"Publicité et études de marché";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"M74_M75";219.95;2013;"Autres activités spécialisées, scientifiques et techniques, activités vétérinaires";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"N77";12136.11;2013;"Activités de location et location-bail";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"N78";622.29;2013;"Activités liées à l'emploi";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"N79";74.05;2013;"Activités des agences de voyage, voyagistes, services de réservation et activités connexes";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"N80-N82";2980.46;2013;"Enquêtes et sécurité, activités administratives, services et aménagement paysager";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"O";11644.02;2013;"Administration publique";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"P";4786.6;2013;"Enseignement";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"Q86";3025.45;2013;"Activités pour la santé humaine";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"Q87_Q88";3709.11;2013;"Hébergement médico-social et social et action sociale sans hébergement";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"R90-R92";428.25;2013;"Activités créatives, artistiques et de spectacle; bibliothèques, archives, musées et autres activités culturelles; organisation de jeux de hasard et d'argent";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"R93";1476.39;2013;"Activités sportives, récréatives et de loisirs";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"S94";407.36;2013;"Activités des organisations associatives";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"S95";320.8;2013;"Réparation d'ordinateurs et de biens personnels et domestiques";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"S96";1115.36;2013;"Autres services personnels";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"T";0;2013;"Activités des ménages en tant qu'employeurs; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"ACG";"U";0;2013;"Activités extra-territoriales";"Gaz acidifiants (SOX en équivalent SO2, NOX en équivalent SO2, NH3 en équivalent SO2)"
"CH4";"A01";1536004.91;2013;"Culture et production animale, chasse et services annexes";"Méthane"
"CH4";"A02";67.22;2013;"Sylviculture et exploitation forestière";"Méthane"
"CH4";"A03";97.73;2013;"Pêche et aquaculture";"Méthane"
"CH4";"B";3517.24;2013;"Industries extractives";"Méthane"
"CH4";"C10-C12";1033.78;2013;"Industries alimentaires; fabrication de boissons et de produits à base de tabac";"Méthane"
"CH4";"C13-C15";30.34;2013;"Fabrication de textiles, industrie de l'habillement, du cuir et de la chaussure";"Méthane"
"CH4";"C16";683.93;2013;"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles; fabrication d'articles en vannerie et sparterie";"Méthane"
"CH4";"C17";2203.25;2013;"Industrie du papier et du carton";"Méthane"
"CH4";"C18";21.03;2013;"Imprimerie et reproduction d'enregistrements";"Méthane"
"CH4";"C19";461.49;2013;"Cokéfaction et raffinage";"Méthane"
"CH4";"C20";2815.96;2013;"Industrie chimique";"Méthane"
"CH4";"C21";43.66;2013;"Industrie pharmaceutique";"Méthane"
"CH4";"C22";64.21;2013;"Fabrication de produits en caoutchouc et en plastique";"Méthane"
"CH4";"C23";1170.26;2013;"Fabrication d'autres produits minéraux non métalliques";"Méthane"
"CH4";"C24";2389.77;2013;"Métallurgie";"Méthane"
"CH4";"C25";36.24;2013;"Fabrication de produits métalliques, à l'exception des machines et des équipements";"Méthane"
"CH4";"C26";7.73;2013;"Fabrication de produits informatiques, électroniques et optiques";"Méthane"
"CH4";"C27";13.64;2013;"Fabrication d'équipements électriques";"Méthane"
"CH4";"C28";16.44;2013;"Fabrication de machines et équipements n.c.a.";"Méthane"
"CH4";"C29";29.86;2013;"Industrie automobile";"Méthane"
"CH4";"C30";9.75;2013;"Fabrication d'autres matériels de transport";"Méthane"
"CH4";"C31_C32";17.56;2013;"Fabrication de meubles; autres industries manufacturières";"Méthane"
"CH4";"C33";15.15;2013;"Réparation et installation de machines et d'équipements";"Méthane"
"CH4";"D";24990.87;2013;"Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné";"Méthane"
"CH4";"E36";4.32;2013;"Captage, traitement et distribution d'eau";"Méthane"
"CH4";"E37-E39";606932.88;2013;"Collecte et traitement des eaux usées, gestion des déchets, dépollution";"Méthane"
"CH4";"F";235.78;2013;"Construction";"Méthane"
"CH4";"G45";164.64;2013;"Commerce et réparation d'automobiles et de motocycles";"Méthane"
"CH4";"G46";159.79;2013;"Commerce de gros, à l'exception des automobiles et des motocycles";"Méthane"
"CH4";"G47";247.19;2013;"Commerce de détail, à l'exception des automobiles et des motocycles";"Méthane"
"CH4";"H49";28434.09;2013;"Transports terrestres et transport par conduites";"Méthane"
"CH4";"H50";1039.38;2013;"Transports par eau";"Méthane"
"CH4";"H51";138.83;2013;"Transports aériens";"Méthane"
"CH4";"H52";114.01;2013;"Entreposage et services auxiliaires des transports";"Méthane"
"CH4";"H53";22.97;2013;"Activités de poste et de courrier";"Méthane"
"CH4";"HH_HEAT";57297.78;2013;"Chauffage/refroidissement par les ménages";"Méthane"
"CH4";"HH_OTH";89047.32;2013;"Autres activités par les ménages";"Méthane"
"CH4";"HH_TRA";4041.36;2013;"Activités de transport des ménages";"Méthane"
"CH4";"I";251.57;2013;"Hébergement et restauration";"Méthane"
"CH4";"J58";7.95;2013;"Édition";"Méthane"
"CH4";"J59_J60";25.08;2013;"Activités cinématographique, vidéo, production de programmes de télévision, activités de programmation et de diffusion";"Méthane"
"CH4";"J61";14.12;2013;"Télécommunications";"Méthane"
"CH4";"J62_J63";22.99;2013;"Programmation, conseil en informatique et autres services d'information";"Méthane"
"CH4";"K64";38.99;2013;"Activités des services financiers, hors assurance et caisses de retraite";"Méthane"
"CH4";"K65";10.09;2013;"Assurance";"Méthane"
"CH4";"K66";9.54;2013;"Activités auxiliaires de services financiers et d'assurance";"Méthane"
"CH4";"L";26.07;2013;"Activités immobilières";"Méthane"
"CH4";"M69_M70";48.85;2013;"Activités juridiques et comptables; activités des sièges sociaux; conseil de gestion";"Méthane"
"CH4";"M71";31.97;2013;"Activités d'architecture et d'ingénierie; activités de contrôle et analyses techniques";"Méthane"
"CH4";"M72";39.02;2013;"Recherche-développement scientifique";"Méthane"
"CH4";"M73";11.65;2013;"Publicité et études de marché";"Méthane"
"CH4";"M74_M75";7.17;2013;"Autres activités spécialisées, scientifiques et techniques, activités vétérinaires";"Méthane"
"CH4";"N77";146.05;2013;"Activités de location et location-bail";"Méthane"
"CH4";"N78";43.84;2013;"Activités liées à l'emploi";"Méthane"
"CH4";"N79";3.49;2013;"Activités des agences de voyage, voyagistes, services de réservation et activités connexes";"Méthane"
"CH4";"N80-N82";115.81;2013;"Enquêtes et sécurité, activités administratives, services et aménagement paysager";"Méthane"
"CH4";"O";409.08;2013;"Administration publique";"Méthane"
"CH4";"P";410.32;2013;"Enseignement";"Méthane"
"CH4";"Q86";250.31;2013;"Activités pour la santé humaine";"Méthane"
"CH4";"Q87_Q88";309.89;2013;"Hébergement médico-social et social et action sociale sans hébergement";"Méthane"
"CH4";"R90-R92";33.69;2013;"Activités créatives, artistiques et de spectacle; bibliothèques, archives, musées et autres activités culturelles; organisation de jeux de hasard et d'argent";"Méthane"
"CH4";"R93";144.16;2013;"Activités sportives, récréatives et de loisirs";"Méthane"
"CH4";"S94";22.24;2013;"Activités des organisations associatives";"Méthane"
"CH4";"S95";14.62;2013;"Réparation d'ordinateurs et de biens personnels et domestiques";"Méthane"
"CH4";"S96";78.08;2013;"Autres services personnels";"Méthane"
"CH4";"T";0;2013;"Activités des ménages en tant qu'employeurs; activités indifférenciées des ménages en tant que producteurs de biens et services pour usage propre";"Méthane"
"CH4";"U";0;2013;"Activités extra-territoriales";"Méthane"
"CH4_CO2E";"A01";38400122.79;2013;"Culture et production animale, chasse et services annexes";"Méthane (équivalent CO2)"
"CH4_CO2E";"A02";1680.58;2013;"Sylviculture et exploitation forestière";"Méthane (équivalent CO2)"
"CH4_CO2E";"A03";2443.23;2013;"Pêche et aquaculture";"Méthane (équivalent CO2)"
"CH4_CO2E";"B";87930.9;2013;"Industries extractives";"Méthane (équivalent CO2)"
"CH4_CO2E";"C10-C12";25844.44;2013;"Industries alimentaires; fabrication de boissons et de produits à base de tabac";"Méthane (équivalent CO2)"
"CH4_CO2E";"C13-C15";758.39;2013;"Fabrication de textiles, industrie de l'habillement, du cuir et de la chaussure";"Méthane (équivalent CO2)"
"CH4_CO2E";"C16";17098.28;2013;"Travail du bois et fabrication d'articles en bois et en liège, à l'exception des meubles; fabrication d'articles en vannerie et sparterie";"Méthane (équivalent CO2)"
"CH4_CO2E";"C17";55081.15;2013;"Industrie du papier et du carton";"Méthane (équivalent CO2)"
"CH4_CO2E";"C18";525.76;2013;"Imprimerie et reproduction d'enregistrements";"Méthane (équivalent CO2)"
"CH4_CO2E";"C19";11537.17;2013;"Cokéfaction et raffinage";"Méthane (équivalent CO2)"
"CH4_CO2E";"C20";70398.97;2013;"Industrie chimique";"Méthane (équivalent CO2)"
"CH4_CO2E";"C21";1091.61;2013;"Industrie pharmaceutique";"Méthane (équivalent CO2)"
"CH4_CO2E";"C22";1605.24;2013;"Fabrication de produits en caoutchouc et en plastique";"Méthane (équivalent CO2)"
"CH4_CO2E";"C23";29256.61;2013;"Fabrication d'autres produits minéraux non métalliques";"Méthane (équivalent CO2)"
"CH4_CO2E";"C24";59744.36;2013;"Métallurgie";"Méthane (équivalent CO2)"
"CH4_CO2E";"C25";905.88;2013;"Fabrication de produits métalliques, à l'exception des machines et des équipements";"Méthane (équivalent CO2)"
"CH4_CO2E";"C26";193.21;2013;"Fabrication de produits informatiques, électroniques et optiques";"Méthane (équivalent CO2)"
