code_insee,commune,departement,feu_foret_present,statut,specifique
11293,Pomas,11,,erreur,Remote end closed connection without response
11291,Plavilla,11,,erreur,Remote end closed connection without response
11295,Portel-des-Corbières,11,,erreur,Remote end closed connection without response
11299,Preixan,11,,erreur,Remote end closed connection without response
07330,Vallon-Pont-d'Arc,07,,erreur,The read operation timed out
11300,Puginier,11,,erreur,Remote end closed connection without response
11302,Puilaurens,11,,erreur,Remote end closed connection without response
11304,Quillan,11,,erreur,Remote end closed connection without response
11301,Puichéric,11,,erreur,Remote end closed connection without response
11308,Raissac-sur-Lampy,11,,erreur,Remote end closed connection without response
11303,Puivert,11,,erreur,Remote end closed connection without response
11306,Quirbajou,11,,erreur,Remote end closed connection without response
11305,Quintillan,11,,erreur,Remote end closed connection without response
11307,Raissac-d'Aude,11,,erreur,Remote end closed connection without response
11309,Rennes-le-Château,11,,erreur,Remote end closed connection without response
11314,Rieux-en-Val,11,,erreur,Remote end closed connection without response
11310,Rennes-les-Bains,11,,erreur,Remote end closed connection without response
11318,Roquecourbe-Minervois,11,,erreur,Remote end closed connection without response
11312,Ribouisse,11,,erreur,Remote end closed connection without response
11313,Ricaud,11,,erreur,Remote end closed connection without response
11316,Rivel,11,,erreur,Remote end closed connection without response
11315,Rieux-Minervois,11,,erreur,Remote end closed connection without response
11311,Ribaute,11,,erreur,Remote end closed connection without response
11319,Roquefère,11,,erreur,Remote end closed connection without response
11317,Rodome,11,,erreur,Remote end closed connection without response
11320,Roquefeuil,11,,erreur,Remote end closed connection without response
11321,Roquefort-de-Sault,11,,erreur,Remote end closed connection without response
11324,Roubia,11,,erreur,Remote end closed connection without response
11323,Roquetaillade-et-Conilhac,11,,erreur,Remote end closed connection without response
11322,Roquefort-des-Corbières,11,,erreur,Remote end closed connection without response
11325,Rouffiac-d'Aude,11,,erreur,Remote end closed connection without response
11330,Rustiques,11,,erreur,Remote end closed connection without response
11328,Routier,11,,erreur,Remote end closed connection without response
11327,Roullens,11,,erreur,Remote end closed connection without response
11326,Rouffiac-des-Corbières,11,,erreur,Remote end closed connection without response
11335,Sainte-Colombe-sur-Guette,11,,erreur,Remote end closed connection without response
11333,Saint-Benoît,11,,erreur,Remote end closed connection without response
11338,Saint-Couat-du-Razès,11,,erreur,Remote end closed connection without response
11339,Saint-Denis,11,,erreur,Remote end closed connection without response
11337,Saint-Couat-d'Aude,11,,erreur,Remote end closed connection without response
11340,Sainte-Eulalie,11,,erreur,Remote end closed connection without response
11343,Saint-Gaudéric,11,,erreur,Remote end closed connection without response
11346,Saint-Jean-de-Paracol,11,,erreur,Remote end closed connection without response
11345,Saint-Jean-de-Barrou,11,,erreur,Remote end closed connection without response
11344,Saint-Hilaire,11,,erreur,Remote end closed connection without response
11350,Saint-Just-et-le-Bézu,11,,erreur,Remote end closed connection without response
11351,Saint-Laurent-de-la-Cabrerisse,11,,erreur,Remote end closed connection without response
11347,Saint-Julia-de-Bec,11,,erreur,Remote end closed connection without response
11348,Saint-Julien-de-Briola,11,,erreur,Remote end closed connection without response
11352,Saint-Louis-et-Parahou,11,,erreur,Remote end closed connection without response
11341,Saint-Ferriol,11,,erreur,Remote end closed connection without response
11342,Saint-Frichoux,11,,erreur,Remote end closed connection without response
11353,Saint-Marcel-sur-Aude,11,,erreur,Remote end closed connection without response
11355,Saint-Martin-de-Villereglan,11,,erreur,Remote end closed connection without response
11354,Saint-Martin-des-Puits,11,,erreur,Remote end closed connection without response
11357,Saint-Martin-le-Vieil,11,,erreur,Remote end closed connection without response
11356,Saint-Martin-Lalande,11,,erreur,Remote end closed connection without response
11358,Saint-Martin-Lys,11,,erreur,Remote end closed connection without response
11360,Saint-Nazaire-d'Aude,11,,erreur,Remote end closed connection without response
11361,Saint-Papoul,11,,erreur,Remote end closed connection without response
11359,Saint-Michel-de-Lanès,11,,erreur,Remote end closed connection without response
11362,Saint-Paulet,11,,erreur,Remote end closed connection without response
11363,Saint-Pierre-des-Champs,11,,erreur,Remote end closed connection without response
11364,Saint-Polycarpe,11,,erreur,Remote end closed connection without response
11367,Saissac,11,,erreur,Remote end closed connection without response
11366,Sainte-Valière,11,,erreur,Remote end closed connection without response
11365,Saint-Sernin,11,,erreur,Remote end closed connection without response
11368,Sallèles-Cabardès,11,,erreur,Remote end closed connection without response
11369,Sallèles-d'Aude,11,,erreur,Remote end closed connection without response
11370,Salles-d'Aude,11,,erreur,Remote end closed connection without response
11373,Salvezines,11,,erreur,Remote end closed connection without response
11371,Salles-sur-l'Hers,11,,erreur,Remote end closed connection without response
11372,Salsigne,11,,erreur,Remote end closed connection without response
11374,Salza,11,,erreur,Remote end closed connection without response
11376,La Serpent,11,,erreur,Remote end closed connection without response
11378,Serviès-en-Val,11,,erreur,Remote end closed connection without response
11375,Seignalens,11,,erreur,Remote end closed connection without response
11377,Serres,11,,erreur,Remote end closed connection without response
11379,Sigean,11,,erreur,Remote end closed connection without response
11382,Souilhanels,11,,erreur,Remote end closed connection without response
11380,Sonnac-sur-l'Hers,11,,erreur,Remote end closed connection without response
11381,Sougraigne,11,,erreur,Remote end closed connection without response
11383,Souilhe,11,,erreur,Remote end closed connection without response
11384,Soulatgé,11,,erreur,Remote end closed connection without response
11385,Soupex,11,,erreur,Remote end closed connection without response
11386,Talairan,11,,erreur,Remote end closed connection without response
11387,Taurize,11,,erreur,Remote end closed connection without response
11389,Terroles,11,,erreur,Remote end closed connection without response
11390,Thézan-des-Corbières,11,,erreur,Remote end closed connection without response
11388,Termes,11,,erreur,Remote end closed connection without response
11391,La Tourette-Cabardès,11,,erreur,Remote end closed connection without response
11392,Tournissan,11,,erreur,Remote end closed connection without response
11393,Tourouzelle,11,,erreur,Remote end closed connection without response
11394,Tourreilles,11,,erreur,Remote end closed connection without response
11396,Trausse,11,,erreur,Remote end closed connection without response
11395,Trassanel,11,,erreur,Remote end closed connection without response
11397,Trèbes,11,,erreur,Remote end closed connection without response
11399,Tréville,11,,erreur,Remote end closed connection without response
11398,Treilles,11,,erreur,Remote end closed connection without response
11402,Valmigère,11,,erreur,Remote end closed connection without response
11401,Tuchan,11,,erreur,Remote end closed connection without response
11400,Tréziers,11,,erreur,Remote end closed connection without response
11406,Véraza,11,,erreur,Remote end closed connection without response
11404,Ventenac-Cabardès,11,,erreur,Remote end closed connection without response
11405,Ventenac-en-Minervois,11,,erreur,Remote end closed connection without response
11409,Vignevieille,11,,erreur,Remote end closed connection without response
11407,Verdun-en-Lauragais,11,,erreur,Remote end closed connection without response
11408,Verzeille,11,,erreur,Remote end closed connection without response
11411,Villanière,11,,erreur,Remote end closed connection without response
11410,Villalier,11,,erreur,Remote end closed connection without response
11412,Villardebelle,11,,erreur,Remote end closed connection without response
